identificador,tipo_de_subasta,cuenta_expediente,fecha_de_inicio,fecha_de_conclusion,cantidad_reclamada,anuncio_BOE,valor_subasta,tasacion,puja_minima,tramos_entre_pujas,importe_del_deposito,direccion,codigo_postal,localidad,provincia,puja,pm2,difference,prediccion_puja
SUB-JA-2018-110394,JUDICIAL EN VÍA DE APREMIO,1172 0000 06 0223 16,08-11-2018,28-11-2018,25626,BOE-B-2018-52528,36000,0,0,720,1800,Calle Eugenio Escobar nº 8,10600,PLASENCIA,Cáceres,32400,937,10374,25216
SUB-JA-2016-44081,JUDICIAL EN VÍA DE APREMIO,0060 0000 06 0027 14,08-11-2018,28-11-2018,50382,BOE-B-2018-52480,89092,0,0,0,4454,"JUAN FRANCISCO PARRAS, 18",2400,HELLIN,Albacete,53455,844,38710,53374
SUB-JA-2018-97449,JUDICIAL EN VÍA DE APREMIO,2918 0000 06 0961 15,06-11-2018,26-11-2018,247145,BOE-B-2018-52033,235000,0,0,0,11750,"La Cala Hills Tercera fase, nº 18 Mijas, al partido del Rincón del Hinojal",29640,MIJAS,Málaga,238892,3014,-12145,163302
SUB-JA-2018-111028,JUDICIAL EN VÍA DE APREMIO,1921 0000 06 1089 16,06-11-2018,26-11-2018,76439,BOE-B-2018-52053,164910,0,0,3298,8245,CL BACHILLER 1-2º C,21007,HUELVA,Huelva,102244,1048,88471,89644
SUB-JA-2018-104027,JUDICIAL EN VÍA DE APREMIO,4725 0000 18 1004 16,06-11-2018,26-11-2018,67068,BOE-B-2018-51990,150000,0,0,0,7500,"Calle Iturriaga nº 8 de Bilbao, 5º C",48004,BILBAO,Vizcaya,75100,2688,82932,92606
SUB-JA-2018-108976,JUDICIAL EN VÍA DE APREMIO,0370 0000 05 0107 16,06-11-2018,26-11-2018,3243,BOE-B-2018-52101,42515,0,0,850,2125,C/ ANTONIO VICAINO PORTAL 2 Nº11 IZQUIERDA,6800,MERIDA,Badajoz,11053,915,39272,25482
SUB-JA-2018-105855,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 1475 12,06-11-2018,26-11-2018,173277,BOE-B-2018-52082,201998,0,200,4039,10099,"C/ ROBLES Nº 2, 2º B,",28053,MADRID,Madrid,137558,2045,28721,115019
SUB-JA-2016-23032,JUDICIAL EN VÍA DE APREMIO,5172 0000 06 0811 12,06-11-2018,26-11-2018,77949,BOE-B-2018-52006,80000,0,0,0,4000,C/ABETOS Nº 8,28450,COLLADO MEDIANO,Madrid,30000,1790,2051,71367
SUB-JA-2018-109893,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 1166 13,06-11-2018,26-11-2018,241548,BOE-B-2018-52090,359751,0,200,7195,17987,"C/ HORIZON Nº 3, BLOQUE 0, PORTAL 2, 1º B, LE CORRESPONDE COMO ANEJO INSEPARABLE PLAZA APARCAMIENTO 33, SOTANO 2, y TRASTERO 17, ESC 2, SOTANO 1,",28041,MADRID,Madrid,244831,2121,118203,234786
SUB-JA-2018-104694,JUDICIAL EN VÍA DE APREMIO,4000 0000 06 1468 12,06-11-2018,26-11-2018,82662,BOE-B-2018-52175,145654,0,0,2913,7282,"Conjunto Residencial “ La Romería”, calle General Luis Alarcón de la Lastra, hoy número uno de gobierno, de SEVILLA",41006,SEVILLA,Sevilla,75740,1198,62992,79741
SUB-JA-2018-106903,JUDICIAL EN VÍA DE APREMIO,2935 0000 05 0792 16,02-11-2018,22-11-2018,65539,BOE-B-2018-51656,166098,0,0,3321,8304,"C/ Guadiaro, 12, 3º C",29003,MALAGA,Málaga,76405,2067,100559,96100
SUB-JA-2018-109263,JUDICIAL EN VÍA DE APREMIO,2993 0000 06 0234 15,01-11-2018,21-11-2018,215408,BOE-B-2018-51434,251200,0,0,5024,12560,CALLE ARCHIDONA NUMERO 11 PORTAL 10 PLANTA 2º PUERTA B EL ARQUILLO III FASE.,29670,MARBELLA,Málaga,125600,2917,35792,126500
SUB-JA-2018-106509,JUDICIAL EN VÍA DE APREMIO,4134 0000 06 0013 16,01-11-2018,21-11-2018,47954,BOE-B-2018-51456,137586,0,0,2751,6879,CL. RAFAEL HERRERA AME 6,41808,VILLANUEVA DEL ARISCAL,Sevilla,74296,975,89632,68146
SUB-JA-2018-104798,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0515 14,01-11-2018,21-11-2018,145287,BOE-B-2018-51430,225097,0,0,4501,11254,"CALLE SEQUEROS Nº 5, 2º DCHA",28026,MADRID,Madrid,157568,2311,79810,118735
SUB-JA-2018-108269,JUDICIAL EN VÍA DE APREMIO,1433 0000 00 0636 14,01-11-2018,21-11-2018,8408,BOE-B-2018-51395,84695,0,0,0,4234,PINTOR PEDRO BUENO N10,14001,CORDOBA,Córdoba,45002,1654,76287,52437
SUB-JV-2018-109815,JUDICIAL VOLUNTARIA,0506 0000 05 0133 15,30-10-2018,19-11-2018,0,BOE-B-2018-50887,125900,125900,42007,0,37770,CAMI DE MAÓ Nº 190 Y 192,7760,CIUTADELLA DE MENORCA,Baleares,44000,2185,125900,88333
SUB-JV-2018-110073,JUDICIAL VOLUNTARIA,0382 0000 05 0622 14,30-10-2018,19-11-2018,3119,BOE-B-2018-51106,29100,0,0,582,1455,C/ SILERA Nº 6,6360,FUENTE DEL MAESTRE,Badajoz,25026,483,25981,15770
SUB-JA-2018-104911,JUDICIAL EN VÍA DE APREMIO,3662 0000 06 0357 13,30-10-2018,19-11-2018,223769,BOE-B-2018-51081,406453,0,0,8129,20322,AVENIDA DEL MAR MEDITERRANEO .RESIDENCIAL LAS DALIAS BLOQUE B PORTAL 5-1ºA,28341,VALDEMORO,Madrid,243872,1768,182684,267338
SUB-JA-2018-109737,JUDICIAL EN VÍA DE APREMIO,0428 0000 06 1219 13,30-10-2018,19-11-2018,130287,BOE-B-2018-50951,221800,0,0,4436,11090,"Calle Juan de Austria, nº 5, 2ºC",7300,Inca,Baleares,146388,1721,91513,126703
SUB-JA-2018-109558,JUDICIAL EN VÍA DE APREMIO,4903 0000 05 0677 11,30-10-2018,19-11-2018,54191,BOE-B-2018-51114,8770,0,0,175,438,"PASSEIG D'ESTACIÓ 36-38, 3º 1ª",25600,BALAGUER,Lérida,15259,620,-45421,25219
SUB-JV-2018-109140,JUDICIAL VOLUNTARIA,2993 0000 06 1087 16,30-10-2018,19-11-2018,164013,BOE-B-2018-50992,359906,0,0,7198,17995,"C/Cercado, Conjunto Residencial Regidor Hills, N.º 2",29679,BENAHAVÍS,Málaga,208746,3119,195893,195050
SUB-JA-2018-107550,JUDICIAL EN VÍA DE APREMIO,1259 0000 06 1796 15,30-10-2018,19-11-2018,27275,BOE-B-2018-50955,99179,0,0,1983,4958,CALLE JUAN BELMONTE 3 3º1,11405,JEREZ DE LA FRONTERA,Cádiz,59507,1436,71904,55676
SUB-JA-2018-107337,JUDICIAL EN VÍA DE APREMIO,5177 0000 06 0249 16,30-10-2018,19-11-2018,248461,BOE-B-2018-51072,248608,0,0,4972,12430,"C/ Milan nº 12, 4ª B",28850,Torrejón de Ardoz,Madrid,94471,2045,147,138156
SUB-JA-2018-109647,JUDICIAL EN VÍA DE APREMIO,0382 0000 05 0319 17,30-10-2018,19-11-2018,6016,BOE-B-2018-51105,55275,55275,0,1105,2763,"CALLE ARROYO DUARTE Nº12,PLATAª, LETRA A",6360,FUENTE DEL MAESTRE,Badajoz,15477,483,49259,27909
SUB-JA-2018-107311,JUDICIAL EN VÍA DE APREMIO,5177 0000 06 0346 16,30-10-2018,19-11-2018,103774,BOE-B-2018-51071,106340,0,0,2126,5317,"C/ Reino Unido nº 3, portal nueve, 1º B",28850,Torrejón de Ardoz,Madrid,136115,2045,2566,82111
SUB-JA-2018-108937,JUDICIAL EN VÍA DE APREMIO,3741 0000 06 0024 16,26-10-2018,15-11-2018,27998,BOE-B-2018-50350,85909,0,0,0,4295,"Avenida Santa Cruz, nº 117 esquina con calle Princesa Ifara, planta 1ª, portal 7, tipo 10, vivienda 7-1-2 Edificio Lagos de San Isidro",38611,GRAANADILLA DE ABONA,Santa Cruz de Tenerife,69000,1485,57911,54409
SUB-JA-2018-106640,JUDICIAL EN VÍA DE APREMIO,1661 0000 06 0230 16,26-10-2018,15-11-2018,178901,BOE-B-2018-50342,590332,590332,0,11806,29516,"C/ Florifablanca, 8",17490,LLANÇÀ,Gerona,200712,2170,411431,210980
SUB-JA-2018-107584,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0540 14,26-10-2018,15-11-2018,139131,BOE-B-2018-50372,195064,0,0,3901,9753,"C/ PLOMO Nº 18, PORTAL2, 2º C DE MADRID. ANEJO INSEPARABLE TRASTERO Nº 12, SOTANO, ESCALERA 2",28045,MADRID,Madrid,218472,4406,55933,144698
SUB-JA-2018-108614,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0443 15,25-10-2018,14-11-2018,111959,BOE-B-2018-50119,226560,0,200,4531,11328,"C/ SARGENTO BARRIGA Nº 7, 3º ATICO,",28021,MADRID,Madrid,113480,1866,114601,109834
SUB-JA-2018-104583,JUDICIAL EN VÍA DE APREMIO,1333 0000 06 1297 16,25-10-2018,14-11-2018,33914,BOE-B-2018-50086,95361,0,0,1907,4768,"CALLE GUMBAU, Nº 9",12001,CASTELLÓN,Castellón,49587,1212,61447,56673
SUB-JA-2018-108828,JUDICIAL EN VÍA DE APREMIO,2889 0000 05 1720 09,25-10-2018,14-11-2018,38910,BOE-B-2018-50118,13997,0,0,279,699,AVENIDA DE OVIEDO N º 4,3016,ALICANTE,Alicante,7838,2273,-24913,23904
SUB-JA-2018-94796,JUDICIAL EN VÍA DE APREMIO,2935 0000 06 0810 15,25-10-2018,14-11-2018,121227,BOE-B-2018-50122,200925,0,0,0,10046,CALLE ALFAMBRA 12,29006,MÁLAGA,Málaga,95000,2104,79698,111495
SUB-JA-2018-95950,JUDICIAL EN VÍA DE APREMIO,1937 0000 06 0256 15,25-10-2018,14-11-2018,136570,BOE-B-2018-50131,89884,0,0,0,4494,"CALLE MARIA AUXILIADORA, PORTAL 3",21800,MOGUER,Huelva,80844,1000,-46686,66229
SUB-JA-2018-101036,JUDICIAL EN VÍA DE APREMIO,3113 0000 06 0974 12,23-10-2018,12-11-2018,282203,BOE-B-2018-49783,310388,0,0,0,15519,"CALLE ESTRIBOR Nº8, CONJUNTO URBANÍSTICO ATALAYA GOLF, URBANIZACIÓN TORREQUEBRADA",29630,BENALMÁDENA,Málaga,130060,2971,28185,153230
SUB-JA-2018-109640,JUDICIAL EN VÍA DE APREMIO,0068 0000 05 0096 18,23-10-2018,12-11-2018,56677,BOE-B-2018-49814,145320,0,0,2906,7266,Calle Arcipreste Gutierrez nº6,2600,VILLARROBLEDO,Albacete,69753,650,88643,70114
SUB-JA-2016-32780,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0500 15,23-10-2018,12-11-2018,147015,BOE-B-2018-49671,202600,0,200,200,10130,CALLE DOCTOR FOURQUET Nº 14 BAJO A,28012,MADRID,Madrid,162000,4625,55585,177193
SUB-JA-2016-40282,JUDICIAL EN VÍA DE APREMIO,0093 0000 06 1911 12,23-10-2018,12-11-2018,49541,BOE-B-2018-49600,115700,0,0,0,5785,AVENIDA DIPUTACION Nº 6-1º-B,3710,CALP,Alicante,64400,2564,66159,76293
SUB-JA-2018-108633,JUDICIAL EN VÍA DE APREMIO,2918 0000 06 0097 16,23-10-2018,12-11-2018,36855,BOE-B-2018-49609,88209,0,0,1764,4410,"Calle Rio Verde, número 13",29651,MIJAS,Málaga,44104,2250,51354,73963
SUB-JC-2018-108396,JUDICIAL CONCURSAL,2193 0000 52 0964 16,23-10-2018,12-11-2018,314221,BOE-B-2018-49646,56467,0,0,1129,2823,"Lérida, Rambla Ferrán, número 20 2º 2ª",25007,lleida,Lérida,70019,1116,-257754,61028
SUB-JA-2018-107495,JUDICIAL EN VÍA DE APREMIO,3812 0000 06 0248 14,23-10-2018,12-11-2018,56271,BOE-B-2018-49728,94259,0,0,1885,4712,C/MANUEL BELLO RAMOS 1ª PLANTA VIVIENDA 106,38670,ADEJE,Santa Cruz de Tenerife,62210,2400,37988,87230
SUB-JA-2018-106081,JUDICIAL EN VÍA DE APREMIO,3202 0000 06 0597 15,23-10-2018,12-11-2018,138039,BOE-B-2018-49782,209487,0,0,4189,10474,C/BARCELONA Nº18,28150,VALDETORRES DEL JARAMA,Madrid,163399,1385,71448,115032
SUB-JA-2018-108755,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0718 14,23-10-2018,12-11-2018,150057,BOE-B-2018-49661,178566,0,200,3571,8928,"C/ FRANCISCO DEL PINO Nº 39, 2º DCH (EN REGISTRO DESCRITA COMO IZQ),",28021,MADRID,Madrid,85911,1866,28509,104373
SUB-JA-2018-108748,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0414 15,23-10-2018,12-11-2018,103950,BOE-B-2018-49660,208327,0,200,4166,10416,"C/ PICO JAVALON Nº 16, 1º B, TIENE ANEJO INSEPARABLE TRASTERO Nº 4, SOTANO,",28053,MADRID,Madrid,129362,2195,104377,105890
SUB-JA-2017-71253,JUDICIAL EN VÍA DE APREMIO,1904 0000 06 0357 15,23-10-2018,12-11-2018,80100,BOE-B-2018-49570,157488,0,0,0,7874,ISLA CANELA,21400,AYAMONTE,Huelva,105158,1132,77388,82731
SUB-JA-2018-95824,JUDICIAL EN VÍA DE APREMIO,3411 0000 06 0586 15,19-10-2018,08-11-2018,68818,BOE-B-2018-49172,159152,0,0,0,7957,"CALLE ARAGO,15 2º",8770,SANT SADURNI D'ANOIA,Barcelona,117872,1788,90334,87697
SUB-JA-2018-107846,JUDICIAL EN VÍA DE APREMIO,3140 0000 06 0004 18,16-10-2018,05-11-2018,301811,BOE-B-2018-48522,450000,0,0,0,22500,PASEO IBAIALDE 270,31192,MUTILVA,Navarra,315200,2529,148189,252930
SUB-JA-2018-106336,JUDICIAL EN VÍA DE APREMIO,0093 0000 06 1066 13,16-10-2018,05-11-2018,258982,BOE-B-2018-48573,517946,0,0,10358,25897,URB.COMETA III,3710,CALPE,Alicante,290049,2564,258964,276439
SUB-JA-2018-108400,JUDICIAL EN VÍA DE APREMIO,0054 0000 05 0442 17,16-10-2018,05-11-2018,1,BOE-B-2018-48518,31949,31949,0,638,1597,"CALLE JOIRGE JUAN, 23",2641,FUENTE-ÁLAMO,Albacete,3833,1722,31948,30125
SUB-JA-2018-101506,JUDICIAL EN VÍA DE APREMIO,3408 0000 05 0257 12,16-10-2018,05-11-2018,1255,BOE-B-2018-48650,2102,0,0,0,105,"CALLE LAS ROSAS, Nº 10, CHALET 12",38683,SANTIAGO DEL TEIDE,Santa Cruz de Tenerife,1400,2611,847,37862
SUB-JA-2018-105774,JUDICIAL EN VÍA DE APREMIO,0143 0000 05 0862 17,16-10-2018,05-11-2018,35970,BOE-B-2018-48578,40177,0,0,803,2008,C/ SALITRE 1,3330,CREVILLENTE,Alicante,35356,733,4207,32129
SUB-JA-2018-103837,JUDICIAL EN VÍA DE APREMIO,4371 0000 06 0786 13,11-10-2018,31-10-2018,83712,BOE-B-2018-47901,230116,230116,0,4602,11505,AV. RAMON Y CAJAL 90-2-2,46470,CATARROJA,Valencia,105853,1130,146404,111271
SUB-JA-2018-108476,JUDICIAL EN VÍA DE APREMIO,0242 0000 06 0488 10,11-10-2018,31-10-2018,49739,BOE-B-2018-47897,73194,73194,0,1463,3659,PLACETA DEL LINO,4750,DALIAS,Almería,21958,1019,23455,50797
SUB-JV-2018-108056,JUDICIAL VOLUNTARIA,4356 0000 05 1942 14,11-10-2018,31-10-2018,0,BOE-B-2018-47968,103592,0,0,2071,5179,Calle Don Fadrique nº 23. Sevilla,41009,Sevilla,Sevilla,84945,1551,103592,73645
SUB-JA-2018-92659,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0318 14,11-10-2018,31-10-2018,182084,BOE-B-2018-47932,205700,0,200,200,10285,CALLE JULIA MORENO Nº 9,28021,MADRID,Madrid,102800,1866,23616,112869
SUB-JA-2017-53136,JUDICIAL EN VÍA DE APREMIO,4377 0000 06 1414 15,11-10-2018,31-10-2018,157159,BOE-B-2018-47913,253001,0,0,0,12650,NAVEGANT Nº 15-2º-H,46730,GANDIA,Valencia,115000,1614,95842,133365
SUB-JA-2018-104512,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0103 15,11-10-2018,31-10-2018,2378411,BOE-B-2018-47934,825168,0,0,16503,41258,"FINCA Nº 16.702 EN C/ ZURBARAN, 9-4ºA ESCALERA DERECHA, ANEJO INSEPARABLE TRASTERO Nº 28 EN PLANTA 6ª DE MADRID.",28010,MADRID,Madrid,1204745,6765,-1553243,1162850
SUB-JA-2017-82637,JUDICIAL EN VÍA DE APREMIO,2460 0000 00 0947 13,09-10-2018,30-10-2018,91301,BOE-B-2018-47462,155246,0,0,0,7762,"C/ ALVAREZ, Nº 23, 1º B",28029,MADRID,Madrid,118342,3771,63945,112428
SUB-JA-2018-101473,JUDICIAL EN VÍA DE APREMIO,4394 0000 06 0043 14,09-10-2018,29-10-2018,199624,BOE-B-2018-47449,226545,0,0,0,11327,C/ ARCANGEL SAN MIGUEL 24,46160,LIRIA,Valencia,158582,903,26921,132296
SUB-JA-2018-103280,JUDICIAL EN VÍA DE APREMIO,0132 0000 06 2611 10,09-10-2018,29-10-2018,80810,BOE-B-2018-47347,114599,0,0,2291,5729,"C/MARAVALL, 7, EDIFICIO LUZ, BQ. B, ESC. IZDA, SOBREATICO",3500,BENIDORM,Alicante,84803,1722,33789,75945
SUB-JA-2018-93306,JUDICIAL EN VÍA DE APREMIO,2546 0000 05 0449 12,09-10-2018,29-10-2018,37786,BOE-B-2018-47463,57027,0,0,0,2851,"c/ amapolas, nº 1, bloq 13, portal B, pta dcha",28400,collado-villalba,Madrid,16100,2044,19241,47265
SUB-JA-2018-103982,JUDICIAL EN VÍA DE APREMIO,1351 0000 06 0658 14,09-10-2018,29-10-2018,65089,BOE-B-2018-47498,147603,0,500,2952,7380,"C/HONORIO GARCIA, 35 1",12600,LA VALL D'UIXO,Castellón,77253,659,82514,71796
SUB-JA-2018-104801,JUDICIAL EN VÍA DE APREMIO,1694 0000 06 0431 14,09-10-2018,29-10-2018,199086,BOE-B-2018-47554,313611,0,0,6272,15680,PARCELA 8 POL. 9 DE MAS ALTABA,17412,MAÇANET DE LA SELVA,Gerona,194438,1032,114525,187809
SUB-JA-2018-105593,JUDICIAL EN VÍA DE APREMIO,0091 0000 06 0539 16,09-10-2018,29-10-2018,30209,BOE-B-2018-47311,68623,68623,0,300,3431,C/ SAN JOSÉ 48,3801,ALCOY,Alicante,19500,842,38414,39963
SUB-JA-2018-105844,JUDICIAL EN VÍA DE APREMIO,4883 0000 05 0207 12,09-10-2018,29-10-2018,150559,BOE-B-2018-47589,275632,0,0,5512,13781,TERCERIA 19,45125,PULGAR,Toledo,187429,416,125073,107917
SUB-JA-2017-71804,JUDICIAL EN VÍA DE APREMIO,0755 0000 06 0166 14,09-10-2018,29-10-2018,234799,BOE-B-2018-47440,238526,0,0,0,11926,"C. Montseny nº 154, 4º 5ª",8902,Hospitalet de Llobregat,Barcelona,119263,3100,3727,130249
SUB-JV-2018-104774,JUDICIAL VOLUNTARIA,3620 0000 05 0644 12,09-10-2018,29-10-2018,0,BOE-B-2018-47369,719976,0,0,14399,35998,COLONIA SAN CRISPIN CALLE PENSAMIENTOS 5 Y CALLE NARDOS 11,28770,COLMENAR VIEJO,Madrid,273590,2169,719976,318373
SUB-JA-2018-107409,JUDICIAL EN VÍA DE APREMIO,2759 0000 05 1015 15,09-10-2018,29-10-2018,64521,BOE-B-2018-47565,147146,0,0,2942,7357,"PLAZA DOCTOR BARRAQUER, Edif. 10 - 2ª planta alta - Letra C Izquierda",41009,SEVILLA,Sevilla,91230,1551,82625,81293
SUB-JA-2018-106864,JUDICIAL EN VÍA DE APREMIO,0425 0000 06 0948 12,09-10-2018,29-10-2018,198299,BOE-B-2018-47428,260302,0,0,5206,13015,L´ESTANY PETIT,7400,ALCUDIA,Baleares,192623,2743,62003,142841
SUB-JA-2018-105446,JUDICIAL EN VÍA DE APREMIO,2935 0000 06 1451 14,05-10-2018,25-10-2018,120827,BOE-B-2018-46864,117880,0,0,2357,5894,"ático en la planta octava de pisos del Conjunto de edificaciones que comprende dos cuerpos de edificios cuyos portales se señalas con los números cincuenta y siete y cincuenta y siete A de la calle La Unión de esta ciudad, hoy número setenta y tres",29006,MÁLAGA,Málaga,91946,2104,-2947,90476
SUB-JA-2018-106821,JUDICIAL EN VÍA DE APREMIO,1333 0000 05 0170 17,05-10-2018,25-10-2018,113783,BOE-B-2018-46814,211359,0,0,4227,10567,AVDA. PEREZ GALDOS 3 -3,12006,CASTELLON,Castellón,71862,1239,97576,105697
SUB-JA-2018-94221,JUDICIAL EN VÍA DE APREMIO,1333 0000 05 1319 14,05-10-2018,25-10-2018,122014,BOE-B-2018-46817,173010,0,0,0,8650,"C/SECTOR R4B, ESC.1, PLANTA 6ª,EDIF.VILA D'OROPESA FASE VII",12594,OROPESA,Castellón,71000,1440,50996,95434
SUB-JA-2018-107479,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0385 16,02-10-2018,22-10-2018,89477,BOE-B-2018-46216,156872,0,200,3137,7843,"C/ CANTESAS DE TILLY Nº 14, ESC B, 3º DCHA,",28032,MADRID,Madrid,100598,2679,67395,99081
SUB-JA-2018-105786,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0474 13,02-10-2018,22-10-2018,342133,BOE-B-2018-46209,352300,0,200,7046,17615,"CALLE GENERAL RICARDOS Nº 186, ESC DCHA, 2º A,",28025,MADRID,Madrid,289086,2256,10167,230626
SUB-JA-2018-94140,JUDICIAL EN VÍA DE APREMIO,1486 0000 06 0289 15,02-10-2018,22-10-2018,38957,BOE-B-2018-46258,82971,0,0,100,4148,"C/ CUARTELEJOS, 7 PLANTA BJ",14470,EL VISO,Córdoba,20100,6584,44014,87937
SUB-JA-2018-100119,JUDICIAL EN VÍA DE APREMIO,4902 0000 06 0154 16,02-10-2018,22-10-2018,530034,BOE-B-2018-46359,667000,667000,0,0,33350,C/ MEQUINENZA Nº 2,50420,CADRETE,Zaragoza,333500,1422,136966,343125
SUB-JA-2017-64196,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0361 14,02-10-2018,22-10-2018,218554,BOE-B-2018-46206,250600,0,0,0,12530,"CALLE MINISTRILES Nº 3, BAJO A DE MADRID",28012,MADRID,Madrid,171200,4625,32046,105882
SUB-JA-2018-89255,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0033 16,02-10-2018,22-10-2018,177761,BOE-B-2018-46207,252500,0,200,200,12625,"CALLE PEIRONCELY Nº 48, 2º B,",28053,MADRID,Madrid,176600,2195,74739,132791
SUB-JA-2018-105182,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0071 18,02-10-2018,22-10-2018,1503823,BOE-B-2018-46205,1356668,0,0,27133,67833,"CALLE DIEGO DE LEON Nº 44, 4 DCHA",28006,MADRID,Madrid,1058201,7719,-147155,1330367
SUB-JV-2018-103720,JUDICIAL VOLUNTARIA,0506 0000 05 0136 11,02-10-2018,22-10-2018,0,BOE-B-2018-46116,272497,272497,100000,0,13624,"C/Alaior, nº 27",7760,Ciutadella de Menorca,Baleares,150501,2185,272497,138210
SUB-JA-2018-95933,JUDICIAL EN VÍA DE APREMIO,2368 0000 06 0627 15,28-09-2018,18-10-2018,120414,BOE-B-2018-45673,212783,212783,0,0,10639,"CALLE SEVERO OCHOA, Nº 2, 3º B",28981,PARLA,Madrid,120415,1557,92369,110474
SUB-JA-2018-105992,JUDICIAL EN VÍA DE APREMIO,4377 0000 06 0617 13,28-09-2018,18-10-2018,124433,BOE-B-2018-45643,179400,0,0,3588,8970,"Paseo Joan Miro, s/n",46713,BELLREGUARD,Valencia,46644,1193,54967,98537
SUB-JA-2018-107169,JUDICIAL EN VÍA DE APREMIO,2860 0000 06 0299 14,28-09-2018,18-10-2018,65773,BOE-B-2018-45632,127282,127282,0,0,6364,RONDA CIRUELA Nº 2 1º C,13004,CIUDAD REAL,Ciudad Real,86500,1212,61509,68323
SUB-JA-2018-98932,JUDICIAL EN VÍA DE APREMIO,4955 0000 06 0172 16,28-09-2018,18-10-2018,7271,BOE-B-2018-45675,67433,0,0,0,3371,"CL. SAN ISIDRO, 5 MESAS DE GUADALORA",14709,MESAS DE GUADALORA,Córdoba,20111,755,60162,33222
SUB-JA-2018-104741,JUDICIAL EN VÍA DE APREMIO,4756 0000 06 0114 14,27-09-2018,17-10-2018,143423,BOE-B-2018-45434,260688,0,0,5213,13034,"C/ PABLO PICASSO 64, 3º4ª",8304,MATARÓ,Barcelona,156412,2117,117265,131281
SUB-JA-2018-105049,JUDICIAL EN VÍA DE APREMIO,2691 0000 06 0597 12,27-09-2018,17-10-2018,79543,BOE-B-2018-45437,181866,0,0,3637,9093,CALLE HERMANOS LORENZO LOSADA Nº 2,28609,VILLANUEVA DE PERALES,Madrid,112756,1823,102323,94581
SUB-JA-2018-103938,JUDICIAL EN VÍA DE APREMIO,3942 0000 06 1259 12,27-09-2018,17-10-2018,148024,BOE-B-2018-45413,145,0,0,2,7,"AVENIDA DE LOS ALMENDROS SN PORTAL 4, 2º DCHA",45520,VILLALUENGA DE LA SAGRA,Toledo,40111,714,-147879,61810
SUB-JA-2018-106468,JUDICIAL EN VÍA DE APREMIO,0054 0000 06 0636 14,25-09-2018,15-10-2018,63039,BOE-B-2018-44880,113142,0,0,2262,5657,CALLE ALPERA Nº 2,2640,ALMANSA,Albacete,56571,761,50103,58461
SUB-JA-2018-106971,JUDICIAL EN VÍA DE APREMIO,4560 0000 05 0071 15,25-09-2018,15-10-2018,152813,BOE-B-2018-45067,240404,0,0,4808,12020,CALLE VIRGEN DEL CARMEN 12,46196,CATADAU,Valencia,173091,520,87591,132125
SUB-JA-2018-106084,JUDICIAL EN VÍA DE APREMIO,0425 0000 06 0462 13,25-09-2018,15-10-2018,110846,BOE-B-2018-44974,161727,0,0,3234,8086,"GORG BLAU, 12",7300,INCA,Baleares,109974,1721,50881,101896
SUB-JA-2018-106982,JUDICIAL EN VÍA DE APREMIO,0449 0000 78 0081 16,25-09-2018,15-10-2018,48600,BOE-B-2018-44866,48600,97200,0,972,2430,CALLE CALAFIGUERA 56-58 2A,7200,FELANITX,Baleares,4860,1580,0,44469
SUB-JA-2018-103909,JUDICIAL EN VÍA DE APREMIO,0829 0000 06 3392 16,25-09-2018,15-10-2018,198826,BOE-B-2018-45093,210773,0,0,4215,10538,"Calle Viuda Vives, 15 2º 2ª",8830,Sant Boi de Llobregat,Barcelona,109602,2436,11947,122385
SUB-JA-2018-106139,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0334 14,25-09-2018,15-10-2018,103894,BOE-B-2018-45009,242970,0,0,4859,12148,"CALLE ARROYO FONTARRON Nº 359, 1º IZQUIERDA DE MADRID",28030,MADRID,Madrid,38875,2692,139076,123392
SUB-JA-2018-105698,JUDICIAL EN VÍA DE APREMIO,0773 0000 06 0011 14,25-09-2018,15-10-2018,97751,BOE-B-2018-45028,137743,0,0,2754,6887,"CALLE ÁNGEL GUIMERÀ, 6",8670,NAVÀS,Barcelona,99175,956,39992,80890
SUB-JA-2017-61727,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0745 15,25-09-2018,15-10-2018,124220,BOE-B-2018-45020,105731,0,200,200,5286,"C/ ILLESCAS Nº 77, 1º D MADRID 28024",28024,MADRID,Madrid,88600,2500,-18489,94566
